0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 828
7, 534
8, 752
9, 18
10, 83
11, 62
12, 182
13, 445
14, 0
15, 718
16, 1339
17, 467
18, 843
19, 397
20, 1014
21, 672
22, 894
23, 518
24, 894
25, 750
26, 789
27, 698
28, 643
29, 829
30, 594
31, 654
32, 756
33, 705
34, 768
35, 756
36, 663
37, 827
38, 757
39, 700
40, 668
41, 201
42, 596
43, 725
44, 604
45, 733
46, 708
47, 612
48, 779
49, 788
50, 772
51, 668
52, 777
53, 738
54, 450
55, 56
